1,1,3,1.72791199805215
1,1,4,1.7094177762046456
1,1,5,1.71047955006361
1,2,3,1.7049089171923697
1,2,4,1.709025811869651
1,2,5,1.7015456818044186
1,4,3,1.7630942519754171
1,4,4,1.7554427408613265
1,4,5,1.7338575930334628
1,8,3,1.7715894617140293
1,8,4,1.8029284039512277
1,8,5,1.7608582400716841
1,16,3,1.8185054380446672
1,16,4,1.809427839703858
1,16,5,1.7971222084015608
1,32,3,1.8235055641271174
1,32,4,1.8067674031481147
1,32,5,1.8338006469421089
1,64,3,1.8289155191741884
1,64,4,1.8220659461803734
1,64,5,1.8518662289716303
1,128,3,1.830085305031389
1,128,4,1.8596727489493787
1,128,5,1.8737699976190925
1,192,3,1.8480811403132975
1,192,4,1.860037550330162
1,192,5,1.873165066819638
2,1,3,2.3792101396247745
2,1,4,2.381690513342619
2,1,5,2.368819952942431
2,2,3,2.015180277172476
2,2,4,2.031538967974484
2,2,5,2.0321816937066615
2,4,3,1.8827592669986188
2,4,4,1.9138350551947951
2,4,5,1.884308276232332
2,8,3,1.899673500098288
2,8,4,1.9213900975883007
2,8,5,1.897814102936536
2,16,3,1.9745024652220309
2,16,4,1.9622588120400906
2,16,5,1.9633184471167624
2,32,3,1.984931023325771
2,32,4,1.9619786706753075
2,32,5,1.965453120879829
2,64,3,1.937345557846129
2,64,4,1.9519800003618002
2,64,5,1.9609115291386843
2,128,3,1.9865708709694445
2,128,4,1.9640748859383166
2,128,5,1.9987043109722435
2,192,3,2.0036268290132284
2,192,4,2.024510805029422
2,192,5,1.9860393949784338
3,1,3,3.3382900347933173
3,1,4,3.3617845810949802
3,1,5,3.357180123217404
3,2,3,2.50115417689085
3,2,4,2.513084908016026
3,2,5,2.5292670149356127
3,4,3,2.1091289380565286
3,4,4,2.1289148330688477
3,4,5,2.107333805412054
3,8,3,2.0902981641702354
3,8,4,2.0817901720292866
3,8,5,2.080712920986116
3,16,3,2.155336958821863
3,16,4,2.0986816971562803
3,16,5,2.1462138569913805
3,32,3,2.6981412493623793
