1,1,3,2.491324166767299
1,1,4,2.4797026058658957
1,1,5,2.4805945958942175
2,1,3,3.583590101916343
2,1,4,3.5151624367572367
2,1,5,3.465149703901261
3,1,3,5.374178567901254
3,1,4,5.225216750986874
3,1,5,5.200301295146346
4,1,3,2.9915324049070477
4,1,4,3.0178895532153547
4,1,5,2.9934713719412684
5,1,3,3.6665598801337183
5,1,4,3.648938437923789
5,1,5,3.705736334901303
6,1,3,9.987770318984985
6,1,4,9.870606340933591
6,1,5,9.992775639984757
7,1,3,4.07356420205906
7,1,4,4.158613063860685
7,1,5,4.1981594348326325
8,1,3,8.151554183103144
8,1,4,8.067132967989892
8,1,5,7.952310593798757
9,1,3,13.263697260990739
9,1,4,13.174886722117662
9,1,5,13.186255510896444
10,1,3,12.42950942600146
10,1,4,12.094521693885326
10,1,5,11.888487816788256
